resourceid Target_Resource_Type related_resourceid  relationship
aee59022-f8ad-4609-8528-230e00617c01,PHYSICAL_MAN_MADE_THING.E24,b55e914b-0f85-4d79-ad87-9cd2dab747b0,is contained within / contains
